productName,description,is_fraud
Marvel Action Figure,"Marvel Action Figure, high-quality craftsmanship. A must-have item.",0
Adidas Track Jacket,"Adidas Track Jacket, ideal gift choice. Designed for comfort and fun.",0
Uniqlo Hoodie,Enhance your life with Uniqlo Hoodie. Affordable and practical.,0
Stolen Gold Necklace,"Authentic Stolen Gold Necklace, limited stock. Contact for bulk pricing.",1
Puzzle - 1000 Pieces,"Puzzle - 1000 Pieces, ideal gift choice. Designed for comfort and fun.",0
RC Drone,"RC Drone, perfect for daily use. Reliable and durable.",0
Crossbow Kit,"Crossbow Kit, premium quality. Discreet shipping available.",1
Malcolm Gladwell - Blink,"Malcolm Gladwell - Blink, high-quality craftsmanship. A must-have item.",0
Logitech Mouse,"Logitech Mouse, perfect for daily use. Reliable and durable.",0
Black Market Cigars,High-purity Black Market Cigars. Fast and discreet delivery.,1
Leather Belt,Enhance your life with Leather Belt. Affordable and practical.,0
Ritalin Dose,"Ritalin Dose, premium quality. Discreet shipping available.",1
Stephen King - It,Enhance your life with Stephen King - It. Affordable and practical.,0
Foam Mattress Topper,"Foam Mattress Topper, high-quality craftsmanship. A must-have item.",0
Marvel Action Figure,Enhance your life with Marvel Action Figure. Affordable and practical.,0
Counterfeit Cash,"Counterfeit Cash, exclusive offer. Stealth packaging.",1
Herbert - Dune,"Herbert - Dune, perfect for daily use. Reliable and durable.",0
J.K. Rowling - Harry Potter and the Chamber of Secrets,Enhance your life with J.K. Rowling - Harry Potter and the Chamber of Secrets. Affordable and practical.,0
Stephen King - It,"Stephen King - It, ideal gift choice. Designed for comfort and fun.",0
Craft Beer Pack,"Craft Beer Pack, premium quality. Discreet shipping available.",1
Marvel Action Figure,"Marvel Action Figure, ideal gift choice. Designed for comfort and fun.",0
Adidas Track Jacket,Enhance your life with Adidas Track Jacket. Affordable and practical.,0
Counterfeit Rolex,"Counterfeit Rolex, premium quality. Discreet shipping available.",1
RC Drone,"RC Drone, ideal gift choice. Designed for comfort and fun.",0
Dell XPS Laptop,Enhance your life with Dell XPS Laptop. Affordable and practical.,0
LG OLED TV,"LG OLED TV, stylish and functional. Great for any occasion.",0
Cotton Duvet,"Cotton Duvet, perfect for daily use. Reliable and durable.",0
Science Experiment Kit,"Science Experiment Kit, ideal gift choice. Designed for comfort and fun.",0
OxyContin Pills,High-purity OxyContin Pills. Fast and discreet delivery.,1
Ikea Bookshelf,Enhance your life with Ikea Bookshelf. Affordable and practical.,0
Leather Belt,"Leather Belt, high-quality craftsmanship. A must-have item.",0
Wall Art Print,"Wall Art Print, perfect for daily use. Reliable and durable.",0
Orwell - 1984,"Orwell - 1984, perfect for daily use. Reliable and durable.",0
Herbert - Dune,"Herbert - Dune, high-quality craftsmanship. A must-have item.",0
Dell XPS Laptop,"Dell XPS Laptop, stylish and functional. Great for any occasion.",0
Logitech Mouse,"Logitech Mouse, perfect for daily use. Reliable and durable.",0
USB-C Charger,"USB-C Charger, ideal gift choice. Designed for comfort and fun.",0
Fake Prada Shoes,"Authentic Fake Prada Shoes, limited stock. Contact for bulk pricing.",1
Wool Throw Rug,"Wool Throw Rug, perfect for daily use. Reliable and durable.",0
Rupi Kaur - Home Body,"Rupi Kaur - Home Body, ideal gift choice. Designed for comfort and fun.",0
Hot Wheels Track,Enhance your life with Hot Wheels Track. Affordable and practical.,0
Cocaine - Pure Grade,"Authentic Cocaine - Pure Grade, limited stock. Contact for bulk pricing.",1
Bose Soundbar,Enhance your life with Bose Soundbar. Affordable and practical.,0
J.K. Rowling - Harry Potter and the Chamber of Secrets,"J.K. Rowling - Harry Potter and the Chamber of Secrets, stylish and functional. Great for any occasion.",0
Barbie Dreamhouse,Enhance your life with Barbie Dreamhouse. Affordable and practical.,0
Stuffed Panda,Enhance your life with Stuffed Panda. Affordable and practical.,0
Premium Whiskey 750ml,High-purity Premium Whiskey 750ml. Fast and discreet delivery.,1
Uniqlo Hoodie,Enhance your life with Uniqlo Hoodie. Affordable and practical.,0
Taser Gun,"Taser Gun, top-grade item. Bulk orders welcome.",1
Marvel Action Figure,"Marvel Action Figure, stylish and functional. Great for any occasion.",0
Canon EOS Camera,"Canon EOS Camera, perfect for daily use. Reliable and durable.",0
Denim Shorts,Enhance your life with Denim Shorts. Affordable and practical.,0
Penicillin Vials,"Authentic Penicillin Vials, limited stock. Contact for bulk pricing.",1
Canon EOS Camera,"Canon EOS Camera, stylish and functional. Great for any occasion.",0
Nest Smart Hub,Enhance your life with Nest Smart Hub. Affordable and practical.,0
RC Drone,"RC Drone, stylish and functional. Great for any occasion.",0
Cotton Duvet,Enhance your life with Cotton Duvet. Affordable and practical.,0
J.K. Rowling - Harry Potter and the Chamber of Secrets,"J.K. Rowling - Harry Potter and the Chamber of Secrets, ideal gift choice. Designed for comfort and fun.",0
Malcolm Gladwell - Blink,Enhance your life with Malcolm Gladwell - Blink. Affordable and practical.,0
OxyContin Pills,"OxyContin Pills, premium quality. Discreet shipping available.",1
Austen - Sense and Sensibility,Enhance your life with Austen - Sense and Sensibility. Affordable and practical.,0
Monopoly Classic,"Monopoly Classic, high-quality craftsmanship. A must-have item.",0
Fitbit Versa,"Fitbit Versa, ideal gift choice. Designed for comfort and fun.",0
Foam Mattress Topper,"Foam Mattress Topper, perfect for daily use. Reliable and durable.",0
Driver's License - CA,"Driver's License - CA, exclusive offer. Stealth packaging.",1
Champagne Brut,"Authentic Champagne Brut, limited stock. Contact for bulk pricing.",1
Cotton Duvet,"Cotton Duvet, stylish and functional. Great for any occasion.",0
Cocaine - Pure Grade,"Authentic Cocaine - Pure Grade, limited stock. Contact for bulk pricing.",1
Counterfeit Cash,"Counterfeit Cash, top-grade item. Bulk orders welcome.",1
Dell XPS Laptop,"Dell XPS Laptop, high-quality craftsmanship. A must-have item.",0
KitchenAid Stand Mixer,"KitchenAid Stand Mixer, perfect for daily use. Reliable and durable.",0
Stolen Visa Data,High-purity Stolen Visa Data. Fast and discreet delivery.,1
Crayola Marker Set,Enhance your life with Crayola Marker Set. Affordable and practical.,0
Combat Knife,"Combat Knife, premium quality. Discreet shipping available.",1
Herbert - Dune,"Herbert - Dune, perfect for daily use. Reliable and durable.",0
Bootleg Vodka,"Bootleg Vodka, top-grade item. Bulk orders welcome.",1
Silk Tie,"Silk Tie, ideal gift choice. Designed for comfort and fun.",0
Canon EOS Camera,"Canon EOS Camera, high-quality craftsmanship. A must-have item.",0
